MR-ID,images-src,product_name,price,sold-status
"MR9751","http://www.metroretrofurniture.com/images/bedset/aaw79mayanbedframe03_t.jpg","79"" Vintage Mayan Design Headboard Bed Frame","510","null"
"MR9708","http://www.metroretrofurniture.com/images/sofa/aaw97milobaughmansofa03_t.jpg","Vintage Milo Baughman Thayer Coggin Chrome Sofa Couch Price includes reupholstery C.O.M.","4800","SOLD"
"MR9636","http://www.metroretrofurniture.com/images/loungeII/aau53kaganwhitesofa06_t.jpg","8ft Directional Vladimir Kagan Mohair Cloud Sofa Couch","9900","SOLD"
"MR9436","http://www.metroretrofurniture.com/images/sidetable/aaj17metalsidetable03_t.jpg","15"" Vintage 1940 Industrial Dictophone Mobile Table","295","SOLD"
"MR9708","http://www.metroretrofurniture.com/images/sofa/aaw97milobaughmansofa01_t.jpg","Vintage Milo Baughman Thayer Coggin Chrome Sofa Couch Price includes reupholstery C.O.M.","4800","SOLD"
"MR9279","http://www.metroretrofurniture.com/images/desk2/aao24graymetalddesk03_t.jpg","5ft Vintage Metal Tank Desk Double Pedestal","995","SOLD"
"MR9993","http://www.metroretrofurniture.com/images/bedset/aay37centuryfurnituresidetableschinadesign03_t.jpg","(2) Century Chin Hua Asian Hollywood Regency Night Stands SOLD","3400","SOLD"
"MR9795","http://www.metroretrofurniture.com/images/desk/aat83smalldesk05_t.jpg","46"" Vintage Ash Italian Style Single Pedestal Desk SOLD","795","SOLD"
"MR9911","http://www.metroretrofurniture.com/images/heywood/aaz24heywoodwakefieldchairs09_t.jpg","(3) Vintage Heywood Wakefield Dining Chair M1551A","1195","SOLD"
"MR9169","http://www.metroretrofurniture.com/images/lamp/aaf90moderntablelampswithshades03_t.jpg","(2) Mid Century Modern Chrome Acrylic Table Lamps ( aaf90 )","1200","null"
"MR9575","http://www.metroretrofurniture.com/images/hermanmiller2/aat91leatherhermanmillerchairs07_t.jpg","(1) Herman Miller Hollington Leather Low Back Task Chair","null","SOLD"
"MR9608","http://www.metroretrofurniture.com/images/lounge/aat98armloungechair08_t.jpg","(2) Vintage Patchwork Wood Lounge Arm Chairs","3900","null"
"MR9079","http://www.metroretrofurniture.com/images/loungeII/aag32milobaughmanloungechairs09_t.jpg","(2) Milo Baughman Chrome Leather Lounge Arm Chairs","6400","SOLD"
"MR9001","http://www.metroretrofurniture.com/images/glass/aah79bluevasesweden02_t.jpg","12"" Vintage Glass Blue Vase Made in Sweden ( aah79 )","75","SOLD"
"MR9664","http://www.metroretrofurniture.com/images/hermanmiller2/aau92hermanmillerloungechairandottoman04_t.jpg","Vintage Eames Herman Miller 670 Lounge Chair and Ottoman","7500","null"
"MR9721","http://www.metroretrofurniture.com/images/outdoor/aav34and35outdoortableandchairs03_t.jpg","Vintage Flamboyant South American Patio Outdoor Set PRICE REDUCED","3900","SOLD"
"MR9205","http://www.metroretrofurniture.com/images/stools/aaj94sqmetalstool01_t.jpg","(1) Vintage Industrial Age Metal Bar Stool","199","SOLD"
"MR9644","http://www.metroretrofurniture.com/images/lamp/aau57tablelampgreengoldwithchair01_t.jpg","Vintage Artemis Studios Ceramic Brass Table Lamp PRICE REDUCED ON HOLD","139","SOLD"
"MR9578","http://www.metroretrofurniture.com/images/desk2/aas46wooddesk04_t.jpg","3ft Vintage Flanders Danish Style Teak Desk","795","SOLD"
"MR9096","http://www.metroretrofurniture.com/images/chairIII/aae75knollchair06_t.jpg","(10) Vintage Nicos Zographos Ireland Chairs ( aae75 )","5400","null"
"MR9925","http://www.metroretrofurniture.com/images/credenza/aax25rosewoodcabinet06_t.jpg","7ft Vintage Skovby Scandinavian Rosewood Buffet China Cabinet Breakfront","6900","SOLD"
"MR9621","http://www.metroretrofurniture.com/images/steelcase/aau43stainlessglasstables01_t.jpg","(2) Steelcase Gardner Leaver Stainless Glass Side Table","3900","null"
"MR9635","http://www.metroretrofurniture.com/images/miscelaneous/aas34sergiobustamantesculpture05_t.jpg","9.5"" Sergio Bustamante Bronze Eclipse Statue","1500","SOLD"
"MR9726","http://www.metroretrofurniture.com/images/other/aax15magazinesvogue01_t.jpg","(87) Issues of Vogue Magazines Collection 1970-1981","1500","SOLD"
"MR9748","http://www.metroretrofurniture.com/images/sofa/aap48milobaughmanmr9748sofa01_t.jpg","(2) Milo Baughman Thayer Coggin Leather& Stainless Steel Sofa Couch","14900","null"
"MR9626","http://www.metroretrofurniture.com/images/saarinen/aao81knollorangefabricsaarinenwoodlegs06_t.jpg","(1) Vintage Knoll Saarinen Dining Side Chair Wood Legs","499","SOLD"
"MR9095","http://www.metroretrofurniture.com/images/dunbar/aai06dunbarsideboardcredenza03_t.jpg","4ft Edward Wormley Dunbar Tambour Door Credenza Hanging Wall Cabinet Unit  ( aai06 )","4800","null"
"MR9376","http://www.metroretrofurniture.com/images/Bar/aap58and59bamboobarandstools05_t.jpg","Vintage Rattan Granite Cocktail Bar & 2 Stools Set","2800","null"
"MR9445","http://www.metroretrofurniture.com/images/bedset/aap39stripedsofa05_t.jpg","Vintage Herman Miller Eames Compact Sofa Couch SOLD","3200","SOLD"
"MR9734","http://www.metroretrofurniture.com/images/outdoor/aav42whiteironplanterstand03_t.jpg","13"" Vintage Flamboyant Patio Outdoor Iron Planter","null","null"
"MR9567","http://www.metroretrofurniture.com/images/glass/aak54crystalcube02_t.jpg","(1) 8"" Block Erika Lagerbielke Orrefors Crystal Artwork","599","null"
"MR9895","http://www.metroretrofurniture.com/images/outdoor/aax93patioset06_t.jpg","Vintage Woodard Metal Outdoor Patio Chairs and Table","3625","SOLD"
"MR9850","http://www.metroretrofurniture.com/images/credenza/aay11credenza05_t.jpg","54"" Vintage Two Tone Wood Six Drawer Dresser","1895","SOLD"
"MR9972","http://www.metroretrofurniture.com/images/miscelaneous/aaz28baggagecart04_t.jpg","48"" Pair Antique Wood Iron Industrial Rolling Cart","1495","null"
"MR9542","http://www.metroretrofurniture.com/images/chairIII/aas38chromecraftchair04_t.jpg","(1) Vintage General Fireproofing Chair. (28) Chairs Available","335","null"
"MR9414","http://www.metroretrofurniture.com/images/sidetable/aap94sidetable06_t.jpg","Vintage Adrian Pearsall Craft Associates Side End Table","null","null"
"MR9440","http://www.metroretrofurniture.com/images/marble/aar76terrazogreenmarbletables03_t.jpg","(2) Vintage Marble & Chrome Side End Tables","1440","null"
"MR9710","http://www.metroretrofurniture.com/images/chairIII/aaw17chromediningchairs05_t.jpg","(6) Vintage Milo Baughman High Back Side Dining Chairs","5800","SOLD"
"MR9726","http://www.metroretrofurniture.com/images/other/aax15magazinesvogue05_t.jpg","(87) Issues of Vogue Magazines Collection 1970-1981","1500","SOLD"
"MR9925","http://www.metroretrofurniture.com/images/credenza/aax25rosewoodcabinet04_t.jpg","7ft Vintage Skovby Scandinavian Rosewood Buffet China Cabinet Breakfront","6900","SOLD"
"MR9837","http://www.metroretrofurniture.com/images/wardbennett/mr9837wardbennetloungechairs05_t.jpg","Wicker and Chrome Ward Bennet Sled Lounge Chair","4700","null"
"MR9359","http://www.metroretrofurniture.com/images/desk2/aao74walnutdeskfloatingtopaluminumpulls03_t.jpg","78"" Vintage Jens Risom Walnut Desk","4200","SOLD"
"MR9199","http://www.metroretrofurniture.com/images/dunbar/aai78rosewooddesk03_t.jpg","84"" Dunbar Roger Sprunger Stainless Rosewood Desk","7900","null"
"MR9437","http://www.metroretrofurniture.com/images/miscelaneous/aap65pairofbins01_t.jpg","(2) Leather Iron Bins Storage Containers","199","SOLD"
"MR9027","http://www.metroretrofurniture.com/images/henredon/aag91hendredonnightstands04_t.jpg","(2) Scene Two Henredon Elm Burl Night Stands","1800","SOLD"
"MR9582","http://www.metroretrofurniture.com/images/glass/aak59crystalornament03_t.jpg","(1) 7"" Erika Lagerbielke Orrefors Crystal Artwork","699","null"
"MR9422","http://www.metroretrofurniture.com/images/credenza/aaj27metalcredenzawoodlaminate04_t.jpg","63"" Mid Century Tambour Door Metal Credenza Cabinet","995","SOLD"
"MR9292","http://www.metroretrofurniture.com/images/coffeetable/aan89stainlesssteelcoffeetable02_t.jpg","Nuevo Amici Coffee Table Brushed Stainless Steel Glass","1500","SOLD"
"MR9291","http://www.metroretrofurniture.com/images/hermanmillertable/aao19granitetabletop06_t.jpg","3ft Herman Miller Eames Aluminum Granite Coffee Table","2500","SOLD"
"MR9642","http://www.metroretrofurniture.com/images/knoll2/aau83knollsofastainlesssteel08_t.jpg","90"" Florence Knoll Burgundy Sofa Vintage","5000","null"
"MR9304","http://www.metroretrofurniture.com/images/chairIII/aaobennettchaironcasters06_t.jpg","(8) Ward Bennett Brickel Swivel Management Chairs HOLD","5000","SOLD"
"MR9924","http://www.metroretrofurniture.com/images/conference/aax23rosewoodchair10_t.jpg","9ft Vintage John Mortensen for Heltborg Møbelfabrik Danish Rosewood Dining Conference Table","3400","null"
"MR9994","http://www.metroretrofurniture.com/images/bedset/aay38credenza02_t.jpg","76"" Vintage Century Chin Hua Asian Hollywood Regency Dresser SOLD","3900","SOLD"
"MR9588","http://www.metroretrofurniture.com/images/conference/aas82marblewoodconferencetable02_t.jpg","9ft x 6ft Emerald Pearl Granite Conference Dining Table sold","null","SOLD"
"MR9969","http://www.metroretrofurniture.com/images/stow/aay63wooddesk05_t.jpg","78"" Vintage Stow Davis Leather Wood Desk","1495","SOLD"
"MR9946","http://www.metroretrofurniture.com/images/credenza/aaf93granitetiocredenza04_t.jpg","9ft Mid Century Modern Wood Credenza Cabinet","1695","SOLD"
"MR9171","http://www.metroretrofurniture.com/images/dresser/aaj08vkgbrownsaltmandresserwithmirror07_t.jpg","6ft Brown Saltman Walnut 12 Drawer Dresser John Keal ( aaj08 )","3500","null"
"MR9404","http://www.metroretrofurniture.com/images/heywood/ae68heywoodwakefieldm141m149dresser07_t.jpg","Rare Heywood Wakefield Drop Front Desk Bookcase M328W","1695","null"
"MR9512","http://www.metroretrofurniture.com/images/tablesII/aap46ironwoodendtable03_t.jpg","Mid Century Iron Side Table with Wood Table Top","395","null"
"MR9728","http://www.metroretrofurniture.com/images/outdoor/aav39outdoorchiars05_t.jpg","4 Piece Vintage Art Deco Metal Outdoor Patio Set","1900","null"
"MR9182","http://www.metroretrofurniture.com/images/tablesII/aak73tablebasechrome01_t.jpg","Mid Century Modern Chrome Tulip Dining Table Base","695","SOLD"
"MR9575","http://www.metroretrofurniture.com/images/hermanmiller2/aat91leatherhermanmillerchairs04_t.jpg","(1) Herman Miller Hollington Leather Low Back Task Chair","null","SOLD"
"MR9460","http://www.metroretrofurniture.com/images/credenza/aar20davisallencredenzamarblemustard03_t.jpg","84"" Davis Allen GF Metal Marble Credenza","3500","SOLD"
"MR9624","http://www.metroretrofurniture.com/images/miscelaneous/aat65knollwallpaper02_t.jpg","127"" x 56"" Original Wallcovering Knoll International Omahar 1971 Bold Abstract by Francisca Reichardt","2900","null"
"MR9858","http://www.metroretrofurniture.com/images/desk2/aax67industrialagedesk01_t.jpg","60"" Bentson Vintage Industrial Age Metal Desk","995","SOLD"
"MR9611","http://www.metroretrofurniture.com/images/lounge/aaf95greenupholsterypfisterstyleloungechair04_t.jpg","Vintage Knoll Pfister Style Lounge Club Arm Chair","495","null"
"MR9394","http://www.metroretrofurniture.com/images/cabinet/aap86roomdividerspalyedlegs01_t.jpg","Vintage Walnut Bookcase Display Cabinet Room Divider","895","SOLD"
"MR9015","http://www.metroretrofurniture.com/images/ottoman/aab80brownstoolottoman03_t.jpg","(2) Knoll Barcelona Ottoman Van Der Rohe Leather Stainless ( aab80 )","4500","null"
"MR9320","http://www.metroretrofurniture.com/images/sofa/aao78greenarmlesssofas02_t.jpg","Vintage Harvey Probber Mayan Sofa Couch Ultra Suede","8427","null"
"MR9147","http://www.metroretrofurniture.com/images/chairIII/aaj87orangesizeone06_t.jpg","(2) Casalino Alexander Begge Stacking Chairs Orange Color Size 1 ( aaj87 )","249","null"
"MR9784","http://www.metroretrofurniture.com/images/chairIII/aax75blackclubchairs01_t.jpg","(2) Josef Hoffmann Wittmann Haus Koller Club Chairs","3800","SOLD"
"MR9156","http://www.metroretrofurniture.com/images/credenza/aaj42breakfrontbuffetmissingleg05_t.jpg","63"" Mid Century Modern Burled Walnut Liquor Cabinet ( aaj42 ) SOLD","3900","SOLD"
"MR9617","http://www.metroretrofurniture.com/images/industrial/aau08industrialcart04_t.jpg","57"" Antique British Wood Iron Industrial Rolling Cart  SOLD","1900","SOLD"
"MR9180","http://www.metroretrofurniture.com/images/tablebase/aac40aluminumdiningbase03_t.jpg","Vintage Aluminum Dining Table Base","795","null"
"MR9620","http://www.metroretrofurniture.com/images/steelcase/aau42stainlessglasscoffeetable04_t.jpg","Steelcase Gardner Leaver Stainless Glass Coffee Table","3500","null"
"MR9115","http://www.metroretrofurniture.com/images/artII/aaf69wallstreet1894newyork04_t.jpg","38"" x 45"" Vintage 1894 Wall Street New York Photograph ( aaf69 ) SOLD","495","SOLD"
"MR9277","http://www.metroretrofurniture.com/images/chairIII/aai74hermanmillersidearmchairgreyfiberglass03_t.jpg","Rare Eames Herman Miller Rope Edge Zenith Shell Chair","null","SOLD"
"MR9172","http://www.metroretrofurniture.com/images/dresser/aaj08vkgbrownsaltmandresserwithmirror01_t.jpg","34""x 44"" Vintage Brown Saltman Walnut Framed Mirror","295","SOLD"
"MR9641","http://www.metroretrofurniture.com/images/rugs/aam34lightcolorbigrug04_t.jpg","7ft x 10ft Vintage Genuine Hand Woven Indian Rug","166","SOLD"
"MR9380","http://www.metroretrofurniture.com/images/chairIII/aap41diamondhalfcushionchair03_t.jpg","(1) Original Bertoia Knoll Diamond Chair Seat Cushion","149","SOLD"
"MR9874","http://www.metroretrofurniture.com/images/chairIII/aay10sidediningchairs03_t.jpg","(4) Mid Century Modern Italian Dining Chairs","995","null"
"MR9681","http://www.metroretrofurniture.com/images/hermanmiller2/aav48hermanmillerlightorangechair03_t.jpg","8 Herman Miller Aluminum Group Management Chair Light Orange Upholstery ~ Multiple Available","6900","SOLD"
"MR9612","http://www.metroretrofurniture.com/images/lounge/aaf96threeseatersofagreen01_t.jpg","Vintage Knoll Pfister Style Settee Love Seat Sofa Couch","895","null"
"MR9335","http://www.metroretrofurniture.com/images/cabinet/aao79danishsidetableswithconector09_t.jpg","(2) Vintage Danish Teak Chest Drawer Cabinets","2500","null"
"MR9487","http://www.metroretrofurniture.com/images/sidetable/aas45egiptiantable01_t.jpg","(2) Egyptian Moroccan Mother of Pearl Wood Coffee Table","675","null"
"MR9475","http://www.metroretrofurniture.com/images/desk2/aaf87traditionaldeskleathertop08_t.jpg","66"" Vintage Double Pedestal Partners Desk with Leather Top","4900","null"
"MR9728","http://www.metroretrofurniture.com/images/outdoor/aav39outdoorchiars04_t.jpg","4 Piece Vintage Art Deco Metal Outdoor Patio Set","1900","null"
"MR9242","http://www.metroretrofurniture.com/images/lamp/aal66woodfloorlamp04_t.jpg","Vintage Carved Wood Brass Floor Lamp","1900","null"
"MR9287","http://www.metroretrofurniture.com/images/knoll2/aan51stoolottoman06_t.jpg","New Knoll Barcelona Ottoman Van Der Rohe Chrome","1800","null"
"MR9451","http://www.metroretrofurniture.com/images/chairII/aar30redvynilaluminumchair04_t.jpg","Mid Century Industrial Style Red Vinyl Armchair","399","null"
"MR9716","http://www.metroretrofurniture.com/images/loungeII/aav03greenchairs02_t.jpg","(2) Vintage Italian Mid Century Modern Lounge Chairs Price","2900","null"
"MR9375","http://www.metroretrofurniture.com/images/bellini/aaq19chromemirrortable03_t.jpg","Vintage Coffee Table by Mario Bellini for B&B Italia","1740","null"
"MR9705","http://www.metroretrofurniture.com/images/marble/aaw99greenmarbletoptable01_t.jpg","78"" Vintage Marble Conference Dining Table","3495","null"
"MR9036","http://www.metroretrofurniture.com/images/knoll2/aah22platnerloungechairs05_t.jpg","(2) Mid Century Knoll Warren Platner Lounge Chairs SOLD","7000","SOLD"
"MR9279","http://www.metroretrofurniture.com/images/desk2/aao24graymetalddesk05_t.jpg","5ft Vintage Metal Tank Desk Double Pedestal","995","SOLD"
"MR9950","http://www.metroretrofurniture.com/images/chairIII/aax66hermanmillerstickleg02_t.jpg","(8) Herman Miller Eames Management Lounge Armchairs ~Price includes custom re-upholstery in COM","7200","SOLD"
"MR9893","http://www.metroretrofurniture.com/images/chairIII/y93hermanmillercreamoffvinylfiberglass19x22x32vg03_t.jpg","(1) Herman Miller Eames Yellow Upholstered Fiberglass Shell Chair ~Choose Your Base","375","SOLD"
"MR9763","http://www.metroretrofurniture.com/images/bedset/aaw83danishtalldresser02_t.jpg","Vintage Danish Dresser Tall Chest of Drawers 25% OFF Reduced Original Price $695","549","SOLD"
"MR9816","http://www.metroretrofurniture.com/images/tablebase/aan71chromesidebase01_t.jpg","32"" Vintage Square Chrome Side End Table Base","595","null"
"MR9924","http://www.metroretrofurniture.com/images/conference/aax26rosewoodtable06_t.jpg","9ft Vintage John Mortensen for Heltborg Møbelfabrik Danish Rosewood Dining Conference Table","3400","null"
"MR9957","http://www.metroretrofurniture.com/images/chairIII/aax90thonetchairs01_t.jpg","(6) Vintage Bentwood Thonet Side Arm Chairs","1495","SOLD"
"MR9422","http://www.metroretrofurniture.com/images/credenza/aaj27metalcredenzawoodlaminate01_t.jpg","63"" Mid Century Tambour Door Metal Credenza Cabinet","995","SOLD"
"MR9270","http://www.metroretrofurniture.com/images/outdoor/aan47patiocoffeetable05_t.jpg","Vintage Bertoia Style Two Tier Outdoor Coffee Table","495","SOLD"
"MR9849","http://www.metroretrofurniture.com/images/knoll2/aax47knolldiningtableandchairs02_t.jpg","(6) Knoll Saarinen Swivel Dining Tulip Chairs","3900","SOLD"
"MR9428","http://www.metroretrofurniture.com/images/bench/aaa82rootbenchunusual02_t.jpg","87"" Unusual Root Bench Outdoor","null","SOLD"
"MR9264","http://www.metroretrofurniture.com/images/chairIII/aam10gplansidechair07_t.jpg","(4) Mid Century Modern Walnut G-Plan Side Dining Chairs","495","SOLD"
"MR9123","http://www.metroretrofurniture.com/images/artII/aaf67newyorkcityopeningofamemercamining03_t.jpg","New York City Opening American Mining Stock Exchange","495","SOLD"
"MR9728","http://www.metroretrofurniture.com/images/outdoor/aav39outdoorchiars06_t.jpg","4 Piece Vintage Art Deco Metal Outdoor Patio Set","1900","null"
"MR9375","http://www.metroretrofurniture.com/images/bellini/aaq19chromemirrortable01_t.jpg","Vintage Coffee Table by Mario Bellini for B&B Italia","1740","null"
"MR9093","http://www.metroretrofurniture.com/images/conference/aai07conferencetablewalnuttable02_t.jpg","12ft Vintage Boat Shaped Walnut Conference Table PRICE REDUCED HOLD","3900","SOLD"
"MR9055","http://www.metroretrofurniture.com/images/chairIII/aah21milobaughmanchair01_t.jpg","HOld Vintage Milo Baughman Lounge Scoop Chair Wood Legs","3200","SOLD"
"MR9298","http://www.metroretrofurniture.com/images/rugs/aam29persianrugbluewpinkflower02_t.jpg","70% OFF 134"" x 70"" Vintage Lylyhan Iran Hand Woven Rug","2700","null"
"MR9019","http://www.metroretrofurniture.com/images/brayton/aag70blackleatherdaybed01_t.jpg","Vintage Brayton Black Leather Daybed Bench ( aag70 )","5000","null"
"MR9490","http://www.metroretrofurniture.com/images/hermanmiller2/aat40blackhermanmillerstool07_t.jpg","Vintage Herman Miller Eames Fiberglass Drafting Stool","695","SOLD"
"MR9252","http://www.metroretrofurniture.com/images/rugs/aam87rug07_t.jpg","43""x40"" Vintage Genuine Hand Woven Oriental Area Rug","null","null"
"MR9226","http://www.metroretrofurniture.com/images/rugs/aam11greenwithflowerpatern06_t.jpg","15 x 12 ft. Vintage Genuine Hand Woven Oriental Rug","null","null"
"MR9505","http://www.metroretrofurniture.com/images/hermanmiller2/aas89hermanmiller07_t.jpg","Vintage Herman Miller Eames Fabric Fiberglass Side Shell Red ~ Choose Your Base","375","null"
"MR9385","http://www.metroretrofurniture.com/images/knoll2/aao77knollcredenza05_t.jpg","6ft Florence Knoll Walnut Credenza Cabinet","4800","SOLD"
"MR9319","http://www.metroretrofurniture.com/images/chairIII/aao55diningchairs02_t.jpg","Pair of Industrial Age Vintage Metal Dining Side Chairs","900","null"
"MR9278","http://www.metroretrofurniture.com/images/steelcase/aao23beigemetaldesk05_t.jpg","5ft Vintage Steelcase Metal Tank Desk Double Pedestal","995","SOLD"
"MR9760","http://www.metroretrofurniture.com/images/loungeII/aau34loungechairs01_t.jpg","Vintage Paul Frankl Style Bamboo Art Deco Lounge Chairs","2212","null"
"MR9278","http://www.metroretrofurniture.com/images/steelcase/aao23beigemetaldesk03_t.jpg","5ft Vintage Steelcase Metal Tank Desk Double Pedestal","995","SOLD"
"MR9580","http://www.metroretrofurniture.com/images/hermanmiller2/aau26hermanmillerbases01_t.jpg","Polished Aluminum BASE Eames Herman Miller Shell Chair","129","SOLD"
"MR9479","http://www.metroretrofurniture.com/images/mccobb/aar75mccobbwoodtaperedlegstable03_t.jpg","Vintage Paul McCobb Planner Group Coffee Table Bench","1750","null"
"MR9138","http://www.metroretrofurniture.com/images/chairIII/aaj69con100chairsinrattan04_t.jpg","(4) Vintage Mies Van Der Rohe Style Mr 10 Side Chairs","795","SOLD"
"MR9152","http://www.metroretrofurniture.com/images/drexel/aaj74drexeldresser03_t.jpg","Vintage Edward Wormley Dresser Chest  SOLD","895","SOLD"
"MR9762","http://www.metroretrofurniture.com/images/bedset/aaw82danishdresser07_t.jpg","Vintage Danish Dresser Chest of Drawers PRICE REDUCED Original Price $795","375","SOLD"
"MR9509","http://www.metroretrofurniture.com/images/chairIII/aar18milobaugmanchair07_t.jpg","(12) Leather Side Dining Chairs in the Manner of  Milo Baughman New Upholstery","8900","SOLD"
"MR9037","http://www.metroretrofurniture.com/images/artII/aah85abstractpaint01_t.jpg","62"" x 44"" 1972 Betty Burgdorf Abstract Painting","495","SOLD"
"MR9467","http://www.metroretrofurniture.com/images/miscelaneous/emerson_7_04_t.jpg","Mini Modern Emerson Six Bedroom House FREE SHIPPING!!!","349","SOLD"
"MR9659","http://www.metroretrofurniture.com/images/dining/mr8960sottsasschairstableandmemphisrug06_t.jpg","(8) Vintage Memphis Sottsass Knoll Mandarin Dining Chairs","8900","null"
"MR9860","http://www.metroretrofurniture.com/images/credenza/aax60industrialcredenzacabinet06_t.jpg","78"" Vintage Industrial Age Metal Credenza","995","SOLD"
"MR9238","http://www.metroretrofurniture.com/images/chairIII/aal72tubularchromeframeyellowseat05_t.jpg","(1) Vintage Molded Plywood Arm Chair","399","null"
"MR9140","http://www.metroretrofurniture.com/images/artII/aaj67con100eighteencopiesoftheartdirectorsannualpublishedbytheartdirectorsclub01_t.jpg","Art Directors Annual Magazines Art Directors Club 1945 REDUCED 20% OFF","316","SOLD"
"MR9744","http://www.metroretrofurniture.com/images/Buffet/aav17buffetcredenza09_t.jpg","86"" Vintage Curved Exotic Two Tone Jacaranda Pardo Buffet Refinished","5900","SOLD"
"MR9939","http://www.metroretrofurniture.com/images/miscelaneous/aas84globe05_t.jpg","33"" Vintage Pedestal Replogle World Nations Globe","1200","SOLD"
"MR9228","http://www.metroretrofurniture.com/images/eamestables180/aan33hermanmillerwhiteconferencetable06_t.jpg","120"" Herman Miller Racetrack Conference Laminate Table","null","SOLD"
"MR9097","http://www.metroretrofurniture.com/images/dining/aah05danishextensiontablerestored03_t.jpg","1950 Danish Niels O. Møller Dining Table and (6) Chairs Gudme Møbelfabrik Dining Table & O.D. Mobler Chairs ( aah05 )","5400","null"
"MR9774","http://www.metroretrofurniture.com/images/desk2/aau01smallwooddesk03_t.jpg","Vintage Italian Mid Century Modern Wood Desk","995","SOLD"
"MR9615","http://www.metroretrofurniture.com/images/sofa/aad94brownvinylsofa01_t.jpg","Vintage Three Seater Knoll Pfister Style Sofa Couch","995","null"
"MR9002","http://www.metroretrofurniture.com/images/knoll2/knollfilecabinets04_t.jpg","Knoll Mobile Pedestal Casters File Cabinet- SOLD","199","SOLD"
"MR9116","http://www.metroretrofurniture.com/images/dining/aaj40and41con103diningset08_t.jpg","Vintage Scandinavian Dining Table & (8) Skovby Chairs REDUCED PRICE","1295","SOLD"
"MR9735","http://www.metroretrofurniture.com/images/outdoor/aav44whiteironstand02_t.jpg","11"" Vintage Flamboyant Patio Outdoor Iron Planter","99","null"
"MR9943","http://www.metroretrofurniture.com/images/cabinet/aav14matchingtallcabinet02_t.jpg","47"" Vintage Italian Man/ Woman Dresser Cabinet","1795","null"
"MR9056","http://www.metroretrofurniture.com/images/coffeetable/aah97coffeetablewood02_t.jpg","48"" Vintage Wood Long Coffee Table","896","SOLD"
"MR9799","http://www.metroretrofurniture.com/images/cabinet/aax52dresser03_t.jpg","54"" Vintage Wood Six Drawer Dresser","450","SOLD"
"MR9788","http://www.metroretrofurniture.com/images/tablesII/aas83woodsidetable03_t.jpg","20"" Vintage Leopold Two Tier Telephone End Table","249","null"
"MR9162","http://www.metroretrofurniture.com/images/lounge/mr4436reupholsteredwhiteleatherchairs03_t.jpg","(2) Vintage Cumberland Pace Collection Lounge Chairs","3120","null"
"MR9401","http://www.metroretrofurniture.com/images/rugs/aaq54greenrug03_t.jpg","8ft x 11ft Modern Verona Hand Woven Wool Rug  70% OFF SALE!!!","2995","SOLD"
"MR9204","http://www.metroretrofurniture.com/images/stendig/aai01stackingstendigbrunoserieschairs03_t.jpg","10 Stendig Bruno Rey Stacking Oak Side Dining Chair","null","SOLD"
"MR9306","http://www.metroretrofurniture.com/images/dresser/aao20wooddresserdropdowndesk08_t.jpg","34"" Vintage Pine  Secretary Slant Front Desk","2100","null"
"MR9965","http://www.metroretrofurniture.com/images/lamp/aaz57con130bluelamp04_t.jpg","Vintage Aqua Ceramic Table Lamp","229","SOLD"
